date,card,merchant,description,amount,category,is_payment
2025-07-06,"Chase Sapphire","TST*MAIN STREET MARKET Southampton NY","TST*MAIN STREET MARKET Southampton NY",6.52,,0
2025-07-06,"Chase Sapphire","TATE'S BAKE SHOP SOUTHAMPTON NY","TATE'S BAKE SHOP SOUTHAMPTON NY",6,,0
2025-07-06,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",4.25,,0
2025-07-06,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-07-05,"Amex Delta",DELTA,"DELTA AIR LINES",1247.96,Travel-Airline,0
2025-07-05,"Chase Sapphire","TST*K PASA Sag Harbor NY","TST*K PASA Sag Harbor NY",54.77,,0
2025-07-05,"Chase Sapphire","NIKKI'S NOT DOG STAND SAG HARBOR NY","NIKKI'S NOT DOG STAND SAG HARBOR NY",26.1,,0
2025-07-05,"Chase Sapphire","TST*K PASA Sag Harbor NY","TST*K PASA Sag Harbor NY",19.58,,0
2025-07-05,"Chase Sapphire","TST*SMOKEY BUNS East Hampton NY","TST*SMOKEY BUNS East Hampton NY",17.94,,0
2025-07-05,"Chase Sapphire","BONFIRE COFFEEHOUSE INC AMAGANSETT NY","BONFIRE COFFEEHOUSE INC AMAGANSETT NY",10.6,,0
2025-07-04,"Chase Sapphire","MAVERICKS MONTAUK LLC MONTAUK NY","MAVERICKS MONTAUK LLC MONTAUK NY",292.02,,0
2025-07-04,"Chase Sapphire","NYTIMES* 800-698-4637 NY","NYTIMES* 800-698-4637 NY",23,,0
2025-07-04,"Chase Sapphire","TST* MONTAUK BREWING COMP MONTAUK NY","TST* MONTAUK BREWING COMP MONTAUK NY",16.57,,0
2025-07-04,"Chase Sapphire","CONTINENTAL MARKET MONTAUK NY","CONTINENTAL MARKET MONTAUK NY",15.87,,0
2025-07-04,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",14.38,,0
2025-07-04,"Chase Sapphire","7-ELEVEN 34532 MONTAUK NY","7-ELEVEN 34532 MONTAUK NY",10.98,,0
2025-07-04,"Chase Sapphire","PAYPAL *UBER 866-576-1039 CA","PAYPAL *UBER 866-576-1039 CA",9.99,,0
2025-07-04,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",9.99,,0
2025-07-04,"Chase Sapphire","TONY`S GRAB N GO MONTAUK NY","TONY`S GRAB N GO MONTAUK NY",6.47,,0
2025-07-03,"Chase Sapphire","HARBORSIDE MOTEL MONTAUK NY","HARBORSIDE MOTEL MONTAUK NY",1079.66,,0
2025-07-03,"Chase Sapphire","OPENAI *CHATGPT SUBSCR OPENAI.COM CA","OPENAI *CHATGPT SUBSCR OPENAI.COM CA",217.75,,0
2025-07-03,"Chase Sapphire","MTA*LIRR ETIX TICKET 718-217-5477 NY","MTA*LIRR ETIX TICKET 718-217-5477 NY",41,,0
2025-07-03,"Chase Sapphire","DD *DOORDASH SIMPIZZA- 855-431-0459 CA","DD *DOORDASH SIMPIZZA- 855-431-0459 CA",31.2,,0
2025-07-03,"Chase Sapphire","DD *DOORDASH LEVAINBAK 855-431-0459 CA","DD *DOORDASH LEVAINBAK 855-431-0459 CA",13.29,,0
2025-07-03,"Chase Sapphire","UBER *TRIP HELP.UBER.COM San Francisco CA","UBER *TRIP HELP.UBER.COM San Francisco CA",12.37,,0
2025-07-03,"Chase Sapphire","MONTAUK BAKE SHOP MONTAUK NY","MONTAUK BAKE SHOP MONTAUK NY",11.79,,0
2025-07-03,"Chase Sapphire","SQ *LEFT HAND COFFEE Montauk NY","SQ *LEFT HAND COFFEE Montauk NY",11.42,,0
2025-07-03,"Chase Sapphire","MONTAUK POINT SP PKHB MONTAUK NY","MONTAUK POINT SP PKHB MONTAUK NY",8,,0
2025-07-03,"Chase Sapphire","SQ *JONI'S Montauk NY","SQ *JONI'S Montauk NY",6.52,,0
2025-07-03,"Chase Sapphire","REPLICATE REPLICATE.COM CA","REPLICATE REPLICATE.COM CA",4.44,,0
2025-07-03,"Chase Sapphire","REPLICATE REPLICATE.COM CA","REPLICATE REPLICATE.COM CA",3.4,,0
2025-07-02,"Chase Sapphire","ANTHROPIC ANTHROPIC.COM CA","ANTHROPIC ANTHROPIC.COM CA",250,,0
2025-07-02,"Chase Sapphire","DD *DOORDASH GOURMETGA 855-431-0459 CA","DD *DOORDASH GOURMETGA 855-431-0459 CA",41.35,,0
2025-07-02,"Chase Sapphire","TONY`S GRAB N GO MONTAUK NY","TONY`S GRAB N GO MONTAUK NY",35.71,,0
2025-07-02,"Chase Sapphire","DD *DOORDASH SOOTHRTHA 855-431-0459 CA","DD *DOORDASH SOOTHRTHA 855-431-0459 CA",20.76,,0
2025-07-02,"Chase Sapphire","TST* T.M.7 - APOLLO BAGEL NEW YORK NY","TST* T.M.7 - APOLLO BAGEL NEW YORK NY",8.17,,0
2025-07-02,"Chase Sapphire","SQ *BLUE BOTTLE COFFEE New York NY","SQ *BLUE BOTTLE COFFEE New York NY",7.35,,0
2025-07-02,"Chase Sapphire","TONY`S GRAB N GO MONTAUK NY","TONY`S GRAB N GO MONTAUK NY",4.34,,0
2025-07-02,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-07-01,"Amex Delta",GOOGLE*CLOUD,"GOOGLE*CLOUD K2M3WN  G.CO HELPPAY#",14673,"Business Services-Internet Services",0
2025-07-01,"Chase Sapphire","Spotify USA 877-7781161 NY","Spotify USA 877-7781161 NY",19.99,,0
2025-07-01,"Chase Sapphire","DD *DOORDASH DIMSUMSAM 855-431-0459 CA","DD *DOORDASH DIMSUMSAM 855-431-0459 CA",8.53,,0
2025-06-30,"Chase Sapphire","LEMONADE INSURANCE LEMONADE.COM NY","LEMONADE INSURANCE LEMONADE.COM NY",88.25,,0
2025-06-30,"Chase Sapphire","CVS/PHARMACY #02558 NEW YORK NY","CVS/PHARMACY #02558 NEW YORK NY",81.42,,0
2025-06-30,"Chase Sapphire","TST*GOTHAM BURGER NYC New York NY","TST*GOTHAM BURGER NYC New York NY",25.41,,0
2025-06-30,"Chase Sapphire","Amazon.com*NQ0HX5RK0 Amzn.com/bill WA","Amazon.com*NQ0HX5RK0 Amzn.com/bill WA",20.58,,0
2025-06-30,"Chase Sapphire","BROOKLYN BAGEL (8TH ST) 212-4773070 NY","BROOKLYN BAGEL (8TH ST) 212-4773070 NY",8.02,,0
2025-06-30,"Chase Sapphire","CITIBIK*2 RIDES HELP.LYFT.COM CA","CITIBIK*2 RIDES HELP.LYFT.COM CA",7.35,,0
2025-06-30,"Chase Sapphire","SQ *PAUSE CAFE New York NY","SQ *PAUSE CAFE New York NY",6.26,,0
2025-06-29,"Chase Sapphire","CITARELLA (2135 BRO NEW YORK NY","CITARELLA (2135 BRO NEW YORK NY",35.22,,0
2025-06-29,"Chase Sapphire","YAMATA INC NEW YORK NY","YAMATA INC NEW YORK NY",24,,0
2025-06-29,"Chase Sapphire","TST* DOS TOROS - CARMINE NEW YORK NY","TST* DOS TOROS - CARMINE NEW YORK NY",20.88,,0
2025-06-29,"Chase Sapphire","DAINOBU GREENWICHVILLA NEW YORK NY","DAINOBU GREENWICHVILLA NEW YORK NY",19.57,,0
2025-06-29,"Chase Sapphire","DAINOBU GREENWICHVILLA NEW YORK NY","DAINOBU GREENWICHVILLA NEW YORK NY",17.66,,0
2025-06-29,"Chase Sapphire","MURRAY'S BAGELS NEW YORK NY","MURRAY'S BAGELS NEW YORK NY",3.81,,0
2025-06-28,"Chase Sapphire","JONGRO MARKET BBQ New York NY","JONGRO MARKET BBQ New York NY",137.74,,0
2025-06-28,"Chase Sapphire","TST* MALA PROJECT - GREEN BROOKLYN NY","TST* MALA PROJECT - GREEN BROOKLYN NY",57.99,,0
2025-06-28,"Chase Sapphire","STRAND BOOK STORE RETAIL NEW YORK NY","STRAND BOOK STORE RETAIL NEW YORK NY",33.22,,0
2025-06-28,"Chase Sapphire","THE UPS STORE 6341 212-5184355 NY","THE UPS STORE 6341 212-5184355 NY",17.12,,0
2025-06-28,"Chase Sapphire","UBER *TRIP HELP.UBER.COM San Francisco CA","UBER *TRIP HELP.UBER.COM San Francisco CA",10.5,,0
2025-06-28,"Chase Sapphire","SQ *THINK COFFEE 4TH New York NY","SQ *THINK COFFEE 4TH New York NY",5.99,,0
2025-06-27,"Chase Sapphire","PY *EAST VILLAGE 404-201-6612 NY","PY *EAST VILLAGE 404-201-6612 NY",257,,0
2025-06-27,"Chase Sapphire","LYFT *1 RIDE 06-25 HELP.LYFT.COM CA","LYFT *1 RIDE 06-25 HELP.LYFT.COM CA",49.33,,0
2025-06-27,"Chase Sapphire","TST* DIG INN SEASONAL MAR NEW YORK NY","TST* DIG INN SEASONAL MAR NEW YORK NY",33.79,,0
2025-06-27,"Chase Sapphire","TST* DOS TOROS - CARMINE NEW YORK NY","TST* DOS TOROS - CARMINE NEW YORK NY",20.88,,0
2025-06-27,"Chase Sapphire","SQ *LE CAFE COFFEE New York NY","SQ *LE CAFE COFFEE New York NY",14.06,,0
2025-06-27,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-06-26,"Chase Sapphire","SP COTOPAXI COTOPAXI.COM UT","SP COTOPAXI COTOPAXI.COM UT",1206.49,,0
2025-06-26,"Chase Sapphire","AIRBNB * HMRQ2P4H8E 4158005959 CA","AIRBNB * HMRQ2P4H8E 4158005959 CA",614.31,,1
2025-06-26,"Chase Sapphire","AIRBNB * HMRQ2P4H8E AIRBNB.COM CA","AIRBNB * HMRQ2P4H8E AIRBNB.COM CA",614.31,,0
2025-06-26,"Chase Sapphire","HARBORSIDE MOTEL 631-6682511 NY","HARBORSIDE MOTEL 631-6682511 NY",359.89,,0
2025-06-26,"Chase Sapphire","DD *DOORDASH SAIGONSHA 855-431-0459 CA","DD *DOORDASH SAIGONSHA 855-431-0459 CA",52.04,,0
2025-06-26,"Chase Sapphire","DD *DOORDASH SOOTHRTHA 855-431-0459 CA","DD *DOORDASH SOOTHRTHA 855-431-0459 CA",25.76,,0
2025-06-26,"Chase Sapphire","SQ *STUMPTOWN COFFEE ROAS New York NY","SQ *STUMPTOWN COFFEE ROAS New York NY",23,,0
2025-06-26,"Chase Sapphire","LYFT *1 RIDE 06-23 HELP.LYFT.COM CA","LYFT *1 RIDE 06-23 HELP.LYFT.COM CA",11.97,,0
2025-06-26,"Chase Sapphire","OCULUS *5WCFJTQCF2 650-5434800 CA","OCULUS *5WCFJTQCF2 650-5434800 CA",8.7,,0
2025-06-26,"Chase Sapphire","RIDGE MINI MARKET AND DEL NEW YORK NY","RIDGE MINI MARKET AND DEL NEW YORK NY",7.92,,0
2025-06-26,"Chase Sapphire","RIDGE MINI MARKET AND DEL NEW YORK NY","RIDGE MINI MARKET AND DEL NEW YORK NY",7.92,,0
2025-06-26,"Chase Sapphire","REPLICATE REPLICATE.COM CA","REPLICATE REPLICATE.COM CA",1,,0
2025-06-25,"Chase Sapphire","CURSOR, AI POWERED IDE CURSOR.COM NY","CURSOR, AI POWERED IDE CURSOR.COM NY",209.04,,0
2025-06-25,"Chase Sapphire","ZOOM.COM 888-799-966 San Jose CA","ZOOM.COM 888-799-966 San Jose CA",165.7,,0
2025-06-25,"Chase Sapphire","HOTELTONIGHT*THE CATRI 800-208-2949 CA","HOTELTONIGHT*THE CATRI 800-208-2949 CA",149,,0
2025-06-25,"Chase Sapphire","DD *DOORDASH DOUGHZONE 855-431-0459 CA","DD *DOORDASH DOUGHZONE 855-431-0459 CA",71.68,,0
2025-06-25,"Chase Sapphire","DD *DOORDASH KAJIKEN 855-431-0459 CA","DD *DOORDASH KAJIKEN 855-431-0459 CA",41.42,,0
2025-06-25,"Amex Delta",UBER,UBER,30.1,"Transportation-Taxis & Coach",0
2025-06-25,"Chase Sapphire","TOMPKINS SQUARE BAGELS MANHATTAN NY","TOMPKINS SQUARE BAGELS MANHATTAN NY",8.94,,0
2025-06-25,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",8.5,,0
2025-06-25,"Chase Sapphire","UBER *TRIP HELP.UBER.COM San Francisco CA","UBER *TRIP HELP.UBER.COM San Francisco CA",6.37,,0
2025-06-24,"Chase Sapphire","Payment Thank You-Mobile","Payment Thank You-Mobile",3470.19,,1
2025-06-24,"Chase Sapphire","DD *DOORDASH RISEWOODF 855-431-0459 CA","DD *DOORDASH RISEWOODF 855-431-0459 CA",61.82,,0
2025-06-24,"Chase Sapphire","DD *DOORDASH MAMAN 855-431-0459 CA","DD *DOORDASH MAMAN 855-431-0459 CA",37.19,,0
2025-06-24,"Amex Delta",UBER,UBER,27.46,"Transportation-Taxis & Coach",0
2025-06-24,"Chase Sapphire","DD *DOORDASH JUICEPRES 855-431-0459 CA","DD *DOORDASH JUICEPRES 855-431-0459 CA",17.56,,0
2025-06-24,"Amex Delta",AMEX,"AMEX RIDESHARE CREDIT",10,"Fees & Adjustments-Fees & Adjustments",1
2025-06-24,"Chase Sapphire","Zipcar Monthly Plan 866-4947227 MA","Zipcar Monthly Plan 866-4947227 MA",9.8,,0
2025-06-24,"Amex Delta",UBER,UBER,9.39,"Transportation-Taxis & Coach",0
2025-06-24,"Chase Sapphire","SIREN57611 NEW YORK NY","SIREN57611 NEW YORK NY",7.62,,0
2025-06-23,"Chase Sapphire","TST*CHENAS ALASKAN GRIL Fairbanks AK","TST*CHENAS ALASKAN GRIL Fairbanks AK",126.72,,0
2025-06-23,"Chase Sapphire","PHO VINH SAN CARLOS CA","PHO VINH SAN CARLOS CA",28.29,,0
2025-06-23,"Chase Sapphire","HLU*HULUPLUS hulu.com/bill CA","HLU*HULUPLUS hulu.com/bill CA",18.99,,0
2025-06-23,"Chase Sapphire","THE LOCAL BAR FAI FAIRBANKS AK","THE LOCAL BAR FAI FAIRBANKS AK",12.88,,0
2025-06-22,"Chase Sapphire","IKEA BROOKLYN BROOKLYN NY","IKEA BROOKLYN BROOKLYN NY",264.33,,0
2025-06-22,"Chase Sapphire","SQ *MOMS KITCHEN FAIRBANKS AK","SQ *MOMS KITCHEN FAIRBANKS AK",43.58,,0
2025-06-22,"Chase Sapphire","UA MUSEUM OF THE NORTH FAIRBANKS AK","UA MUSEUM OF THE NORTH FAIRBANKS AK",38,,0
2025-06-22,"Chase Sapphire","SQ *THE CREPERY FAIRBANKS AK","SQ *THE CREPERY FAIRBANKS AK",37.38,,0
2025-06-22,"Chase Sapphire","SQ *FROZEN SMOKE KITCHEN Fairbanks AK","SQ *FROZEN SMOKE KITCHEN Fairbanks AK",29.9,,0
2025-06-22,"Chase Sapphire","SQ *HOODOO BREWING COMPAN Fairbanks AK","SQ *HOODOO BREWING COMPAN Fairbanks AK",15.6,,0
2025-06-22,"Chase Sapphire","TST* THE BLACK BEAR DENALI NATION AK","TST* THE BLACK BEAR DENALI NATION AK",13.22,,0
2025-06-22,"Chase Sapphire","SQ *LATITUDE 65 BREWING C Fairbanks AK","SQ *LATITUDE 65 BREWING C Fairbanks AK",12.89,,0
2025-06-22,"Chase Sapphire","SQ *BACKWOODS COFFEE Fairbanks AK","SQ *BACKWOODS COFFEE Fairbanks AK",7.75,,0
2025-06-21,"Chase Sapphire","PY *EAST VILLAGE 404-201-6612 NY","PY *EAST VILLAGE 404-201-6612 NY",610,,0
2025-06-21,"Chase Sapphire","TST* PANORAMA PIZZA PUB HEALY AK","TST* PANORAMA PIZZA PUB HEALY AK",90.2,,0
2025-06-21,"Chase Sapphire","HOLLAND AMERICA DENALI L DENALI NATION AK","HOLLAND AMERICA DENALI L DENALI NATION AK",76.05,,0
2025-06-21,"Chase Sapphire","SHELL OIL 12616070004 HEALY AK","SHELL OIL 12616070004 HEALY AK",34.88,,0
2025-06-21,"Chase Sapphire","TST* ALASKA COFFEE ROASTI FAIRBANKS AK","TST* ALASKA COFFEE ROASTI FAIRBANKS AK",29.56,,0
2025-06-21,"Chase Sapphire","SQ *YES! NOODLE SOUP Fairbanks AK","SQ *YES! NOODLE SOUP Fairbanks AK",26.28,,0
2025-06-21,"Chase Sapphire","Audible*NQ97W6CP2 Amzn.com/bill NJ","Audible*NQ97W6CP2 Amzn.com/bill NJ",14.95,,0
2025-06-20,"Chase Sapphire","TURO INC.* TRIP JUN 20 TURO.COM CA","TURO INC.* TRIP JUN 20 TURO.COM CA",507.07,,0
2025-06-20,"Chase Sapphire","CLASSPASS* MONTHLY CLASSPASS.COM MT","CLASSPASS* MONTHLY CLASSPASS.COM MT",93.01,,0
2025-06-20,"Chase Sapphire","THREE BEARS #045 WASILLA AK","THREE BEARS #045 WASILLA AK",31.8,,0
2025-06-20,"Chase Sapphire","Spectrum 855-707-7328 MO","Spectrum 855-707-7328 MO",29.99,,0
2025-06-20,"Amex Delta",AMC,"AMC 9640 ONLINE*9640LEAWOOD             KS",27.99,"Entertainment-Theatrical Events",0
2025-06-20,"Chase Sapphire","SHELL OIL 12616070004 HEALY AK","SHELL OIL 12616070004 HEALY AK",19.89,,0
2025-06-20,"Chase Sapphire","THREE BEARS #045 WASILLA AK","THREE BEARS #045 WASILLA AK",3.54,,0
2025-06-19,"Chase Sapphire","AIRBNB * HMHTR8TR8K AIRBNB.COM CA","AIRBNB * HMHTR8TR8K AIRBNB.COM CA",263.4,,0
2025-06-19,"Amex Delta",DELTA,"DELTA AIR LINES",165,Travel-Airline,0
2025-06-19,"Chase Sapphire","DD *DOORDASH DOUGHZONE 855-431-0459 CA","DD *DOORDASH DOUGHZONE 855-431-0459 CA",29.35,,0
2025-06-19,"Chase Sapphire","CVS/PHARMACY #00550 SAN CARLOS CA","CVS/PHARMACY #00550 SAN CARLOS CA",27.1,,0
2025-06-19,"Amex Delta",SFO,"SFO SKYCLUB CAFE 477SAN FRANCISCO       CA",21.05,"Business Services-Other Services",0
2025-06-19,"Chase Sapphire","BROILER EXPRESS SAN CARLOS CA","BROILER EXPRESS SAN CARLOS CA",20.28,,0
2025-06-19,"Chase Sapphire","PAYPAL *PEACOCKTVLL 52F92 212-664-0138 NY","PAYPAL *PEACOCKTVLL 52F92 212-664-0138 NY",7.99,,0
2025-06-19,"Chase Sapphire","SQ *GROOVY GOOSE San Carlos CA","SQ *GROOVY GOOSE San Carlos CA",4.3,,0
2025-06-19,"Chase Sapphire","PEET'S #20502 SAN CARLOS CA","PEET'S #20502 SAN CARLOS CA",4.2,,0
2025-06-18,"Chase Sapphire","TST* KAJIKEN SAN MATEO CA","TST* KAJIKEN SAN MATEO CA",70.58,,0
2025-06-18,"Chase Sapphire","DD *DOORDASH CHARMTHAI 855-431-0459 CA","DD *DOORDASH CHARMTHAI 855-431-0459 CA",63.25,,0
2025-06-18,"Chase Sapphire","LYFT *1 RIDE 06-16 HELP.LYFT.COM CA","LYFT *1 RIDE 06-16 HELP.LYFT.COM CA",38.64,,0
2025-06-18,"Chase Sapphire","PEET'S #04502 BELMONT CA","PEET'S #04502 BELMONT CA",4.55,,0
2025-06-17,"Amex Delta",DELTA,"DELTA AIR LINES",556.96,Travel-Airline,0
2025-06-17,"Chase Sapphire","DOOR DESIGN LAB DOORDESIGNLAB NJ","DOOR DESIGN LAB DOORDESIGNLAB NJ",272.19,,0
2025-06-17,"Chase Sapphire","PARK MGM/NOMAD-ADV DEP 877-880-0880 NV","PARK MGM/NOMAD-ADV DEP 877-880-0880 NV",217.55,,0
2025-06-17,"Chase Sapphire","DD *DOORDASH DOUGHZONE 855-431-0459 CA","DD *DOORDASH DOUGHZONE 855-431-0459 CA",47.73,,0
2025-06-17,"Chase Sapphire","SQ *SAN MATEO SOMISOMI San Mateo CA","SQ *SAN MATEO SOMISOMI San Mateo CA",12.45,,0
2025-06-17,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",4.34,,0
2025-06-16,"Chase Sapphire","Payment Thank You - Web","Payment Thank You - Web",3150.95,,1
2025-06-16,"Chase Sapphire","DD *DOORDASH DIMSUMSAM 855-431-0459 CA","DD *DOORDASH DIMSUMSAM 855-431-0459 CA",24.56,,0
2025-06-16,"Chase Sapphire","SQ *GROOVY GOOSE San Carlos CA","SQ *GROOVY GOOSE San Carlos CA",6.73,,0
2025-06-16,"Chase Sapphire","CITIBIK*2 RIDES HELP.LYFT.COM CA","CITIBIK*2 RIDES HELP.LYFT.COM CA",5.45,,0
2025-06-16,"Chase Sapphire","MTA*LIRR ETIX TICKET 718-217-5477 NY","MTA*LIRR ETIX TICKET 718-217-5477 NY",5,,0
2025-06-16,"Chase Sapphire","SQ *GROOVY GOOSE San Carlos CA","SQ *GROOVY GOOSE San Carlos CA",4.3,,0
2025-06-15,"Chase Sapphire","DD *DOORDASH HANDYNAST 855-431-0459 CA","DD *DOORDASH HANDYNAST 855-431-0459 CA",44.3,,0
2025-06-15,"Chase Sapphire","DD *DOORDASH SOOTHRTHA 855-431-0459 CA","DD *DOORDASH SOOTHRTHA 855-431-0459 CA",25.76,,0
2025-06-15,"Chase Sapphire","DD *DOORDASH GNOCCHION 855-431-0459 CA","DD *DOORDASH GNOCCHION 855-431-0459 CA",23.58,,0
2025-06-15,"Chase Sapphire","SQ *STUMPTOWN COFFEE ROAS New York NY","SQ *STUMPTOWN COFFEE ROAS New York NY",12.25,,0
2025-06-15,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",8.5,,0
2025-06-15,"Chase Sapphire","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY",2.9,,0
2025-06-14,"Chase Sapphire","IKEA BROOKLYN BROOKLYN NY","IKEA BROOKLYN BROOKLYN NY",247.04,,0
2025-06-14,"Amex Delta",RECRUIT,"RECRUIT PRO         LONG ISLAND CITY    NY",149,"Business Services-Other Services",0
2025-06-14,"Chase Sapphire","DD *DOORDASH SIMPIZZA- 855-431-0459 CA","DD *DOORDASH SIMPIZZA- 855-431-0459 CA",34.02,,0
2025-06-14,"Chase Sapphire","DD *DOORDASH SAMMYLCOF 855-431-0459 CA","DD *DOORDASH SAMMYLCOF 855-431-0459 CA",27.72,,0
2025-06-14,"Chase Sapphire","BROOKLYN BAGEL (8TH ST) 212-4773070 NY","BROOKLYN BAGEL (8TH ST) 212-4773070 NY",8.02,,0
2025-06-13,"Chase Sapphire","HATSUHANA SUSHI RESTAURAN NEW YORK NY","HATSUHANA SUSHI RESTAURAN NEW YORK NY",181.07,,0
2025-06-13,"Chase Sapphire","LYFT *1 RIDE 06-11 HELP.LYFT.COM CA","LYFT *1 RIDE 06-11 HELP.LYFT.COM CA",79.62,,0
2025-06-13,"Chase Sapphire","DD *DOORDASH NOONANOOD 855-431-0459 CA","DD *DOORDASH NOONANOOD 855-431-0459 CA",28.48,,0
2025-06-13,"Chase Sapphire","WWW.PERPLEXITY.AI WWW.PERPLEXIT CA","WWW.PERPLEXITY.AI WWW.PERPLEXIT CA",21.78,,0
2025-06-13,"Chase Sapphire","BABELCLOUD INC. GRU.AI/HOME DE","BABELCLOUD INC. GRU.AI/HOME DE",19.9,,0
2025-06-13,"Chase Sapphire","TST* DIG INN- 691 BROADWA NEW YORK NY","TST* DIG INN- 691 BROADWA NEW YORK NY",14.7,,0
2025-06-13,"Chase Sapphire","SQ *STUMPTOWN COFFEE ROAS New York NY","SQ *STUMPTOWN COFFEE ROAS New York NY",7.35,,0
2025-06-12,"Chase Sapphire","Schweiger Dermatology New York NY","Schweiger Dermatology New York NY",50,,0
2025-06-12,"Chase Sapphire","DD *DOORDASH TARGET 855-431-0459 CA","DD *DOORDASH TARGET 855-431-0459 CA",32.38,,0
2025-06-12,"Chase Sapphire","DD *DOORDASH HANDYNAST 855-431-0459 CA","DD *DOORDASH HANDYNAST 855-431-0459 CA",27.44,,0
2025-06-12,"Chase Sapphire","DD *DOORDASH XIANFAMOU 855-431-0459 CA","DD *DOORDASH XIANFAMOU 855-431-0459 CA",20.8,,0
2025-06-12,"Chase Sapphire","APPLE.COM/BILL 866-712-7753 CA","APPLE.COM/BILL 866-712-7753 CA",9.99,,0
2025-06-11,"Chase Sapphire","DD *DOORDASH RISEWOODF 855-431-0459 CA","DD *DOORDASH RISEWOODF 855-431-0459 CA",61.82,,0
2025-06-11,"Chase Sapphire","DD *DOORDASH NANXIANGS 855-431-0459 CA","DD *DOORDASH NANXIANGS 855-431-0459 CA",50.05,,0
2025-06-11,"Chase Sapphire","ADOBE *800-833-6687 800-833-6687 CA","ADOBE *800-833-6687 800-833-6687 CA",16.3,,0
2025-06-11,"Chase Sapphire","SQ *MOLLY'S CUPCAKES New York NY","SQ *MOLLY'S CUPCAKES New York NY",10.02,,0
2025-06-11,"Chase Sapphire","BROOKLYN BAGEL (8TH ST) 212-4773070 NY","BROOKLYN BAGEL (8TH ST) 212-4773070 NY",8.02,,0
2025-06-10,"Chase Sapphire","DD *DOORDASH NEWTHAIEL 855-431-0459 CA","DD *DOORDASH NEWTHAIEL 855-431-0459 CA",45.91,,0
2025-06-10,"Chase Sapphire","WWW.WEWORK.COM WWW.WEWORK.CO NY","WWW.WEWORK.COM WWW.WEWORK.CO NY",39,,0
2025-06-10,"Chase Sapphire","ARCO#04495SINO AMERICAN SAN MATEO CA","ARCO#04495SINO AMERICAN SAN MATEO CA",31.69,,0
2025-06-10,"Chase Sapphire","GOOGLE *Google One 855-836-3987 CA","GOOGLE *Google One 855-836-3987 CA",21.76,,0
2025-06-10,"Chase Sapphire","BEST WESTERN COYOTE POINT SAN MATEO CA","BEST WESTERN COYOTE POINT SAN MATEO CA",18,,0
2025-06-10,"Amex Delta",SFO,"SFO SKYCLUB CAFE 477SAN FRANCISCO       CA",7.56,"Business Services-Other Services",0
2025-06-10,"Chase Sapphire","365 Market J 888 432-3299 TROY MI","365 Market J 888 432-3299 TROY MI",2.09,,0
2025-06-09,"Chase Sapphire","TST* DIN TAI FUNG - VALLE SANTA CLARA CA","TST* DIN TAI FUNG - VALLE SANTA CLARA CA",81.52,,0
2025-06-09,"Chase Sapphire","OX9 LANZHOU HANDPULLED N SAN MATEO CA","OX9 LANZHOU HANDPULLED N SAN MATEO CA",61.37,,0
2025-06-09,"Chase Sapphire","CLIPPER SYSTEMS MOBILE #1 CONCORD CA","CLIPPER SYSTEMS MOBILE #1 CONCORD CA",20,,0
2025-06-09,"Chase Sapphire","SQ *DONUT DELITE SAN MATEO CA","SQ *DONUT DELITE SAN MATEO CA",8.11,,0
2025-06-09,"Chase Sapphire","SQ *PHILZ COFFEE San Mateo CA","SQ *PHILZ COFFEE San Mateo CA",7.02,,0
2025-06-09,"Chase Sapphire","CURSOR USAGE MAY CURSOR.COM NY","CURSOR USAGE MAY CURSOR.COM NY",3.97,,0
2025-06-09,"Chase Sapphire","CITY OF SM PW PARKING ME SAN MATEO CA","CITY OF SM PW PARKING ME SAN MATEO CA",1.5,,0
2025-06-08,"Chase Sapphire","Refuge Carmel Carmel CA","Refuge Carmel Carmel CA",134,,0
2025-06-08,"Chase Sapphire","SAFEWAY #0694 SAN MATEO CA","SAFEWAY #0694 SAN MATEO CA",14.24,,0
2025-06-08,"Chase Sapphire","GOOGLE *Colab cc@google.com CA","GOOGLE *Colab cc@google.com CA",10.88,,0
2025-06-08,"Chase Sapphire","SQ *COFFEEBAR REDWOOD CIT Redwood City CA","SQ *COFFEEBAR REDWOOD CIT Redwood City CA",9.5,,0
2025-06-08,"Chase Sapphire","SQ *VOYAGER CRAFT COFFEE Santa Clara CA","SQ *VOYAGER CRAFT COFFEE Santa Clara CA",9.3,,0
